participant,Instrument,play,familiar,vivid,rumbling-low,soft-singing,watery-fluid,direct-loud,nasal-reedy,shrill-noisy,percussive,pure-clear,brassy-metallic,raspy-grainy,ringing-long_decay,sparkling-brilliant,airy-breathy,resonant-vibrant,hollow,woody,muted-veiled,sustained-even,open,focused-compact
184,violin,No,Extremely familiar,19,1,5,6,7,5,5,5,7,3,5,5,7,6,6,5,6,6,6,6,7
186,violin,No,Moderately familiar,16,1,4,5,4,1,6,4,6,1,2,4,3,2,6,2,5,1,5,6,6
188,violin,No,Very familiar,17,2,5,3,4,2,4,3,5,1,2,5,4,2,5,4,5,3,5,5,5
198,violin,No,Extremely familiar,19,1,6,3,1,3,7,1,5,1,6,4,6,2,7,6,7,3,4,7,3
199,violin,Yes,Extremely familiar,19,3,3,4,5,3,4,3,6,2,2,4,5,4,7,4,5,4,5,4,5
200,violin,No,Extremely familiar,18,1,6,5,7,2,1,2,7,1,2,1,6,1,7,2,5,1,6,7,6
201,violin,No,Moderately familiar,19,1,4,1,1,1,1,1,7,1,1,1,2,1,7,1,1,1,7,7,2
204,violin,No,Extremely familiar,18,3,4,2,4,3,6,4,4,1,5,2,6,4,5,4,5,3,7,4,4
209,violin,No,Moderately familiar,17,1,3,1,1,1,4,1,3,1,3,2,3,2,3,1,1,1,3,2,4
210,violin,Yes,Very familiar,19,2,6,6,5,1,1,1,6,1,1,5,6,6,7,5,6,2,6,4,4
214,violin,No,Extremely familiar,18,1,5,6,5,3,1,1,5,1,1,5,6,2,7,3,3,1,6,6,5
216,violin,Yes,Extremely familiar,19,6,7,1,7,1,3,1,7,1,5,7,7,3,7,2,5,1,7,7,5
217,violin,Yes,Extremely familiar,19,1,4,1,1,1,5,1,4,1,1,1,2,5,7,5,2,2,7,6,3
218,violin,No,Very familiar,17,2,7,5,4,1,1,1,7,1,1,5,4,2,7,2,1,4,7,6,4
232,violin,No,Extremely familiar,19,1,6,6,5,1,2,1,6,1,2,6,6,6,7,2,1,1,7,6,5
235,violin,Yes,Extremely familiar,19,2,7,5,6,1,5,1,5,2,2,3,4,4,5,2,2,3,5,4,2
238,violin,No,Very familiar,18,2,6,5,3,2,1,2,6,1,2,4,6,2,7,1,1,5,5,6,5
239,violin,No,Very familiar,17,1,3,1,5,2,5,1,4,1,1,1,6,3,2,3,3,1,3,6,5
1,viola,No,Very familiar,17,4,4,1,3,4,4,1,4,2,4,3,1,3,5,6,4,6,6,4,2
3,viola,No,Extremely familiar,19,5,6,5,3,2,2,2,5,2,2,6,2,3,6,3,5,2,6,5,5
8,viola,No,Extremely familiar,19,3,7,3,1,1,1,1,5,1,4,7,1,7,7,2,7,7,7,7,3
12,viola,Yes,Very familiar,19,4,7,6,1,1,3,1,2,1,6,1,2,1,7,7,5,7,6,7,3
13,viola,No,Moderately familiar,17,2,4,5,2,1,1,2,5,1,2,2,3,3,5,4,4,2,5,6,6
15,viola,No,Moderately familiar,17,2,4,1,3,5,2,1,3,1,2,2,2,1,7,1,4,2,7,4,6
17,viola,No,Moderately familiar,16,5,4,4,2,1,1,1,4,1,2,4,4,1,4,2,1,2,4,4,1
19,viola,No,Moderately familiar,17,1,5,5,3,4,5,3,4,1,1,4,3,1,5,2,1,1,6,2,4
21,viola,No,Moderately familiar,16,1,5,5,1,1,1,1,7,1,1,5,5,1,5,1,3,1,6,7,4
22,viola,No,Moderately familiar,16,5,7,6,2,1,1,1,6,2,1,7,5,1,7,1,4,4,4,7,2
23,viola,No,Moderately familiar,17,1,5,3,1,3,5,1,6,1,1,6,1,1,5,3,5,2,7,5,3
24,viola,No,Moderately familiar,18,1,6,6,2,1,5,1,6,1,1,6,1,1,7,5,2,1,6,6,3
25,viola,No,Very familiar,17,1,6,2,1,2,5,1,6,1,1,6,1,2,6,6,7,5,5,6,4
26,viola,No,Very familiar,18,2,4,3,5,4,2,4,3,2,2,6,6,3,7,2,5,2,7,4,6
32,viola,No,Very familiar,16,2,6,4,3,2,2,1,5,1,3,4,4,1,5,3,3,5,5,6,6
35,viola,No,Moderately familiar,17,5,6,1,1,1,1,1,6,1,1,7,4,1,7,1,2,1,6,6,2
39,viola,No,Very familiar,17,2,5,6,5,1,1,1,5,1,3,1,1,1,6,4,5,4,6,4,5
40,viola,Yes,Extremely familiar,18,2,7,5,4,4,1,1,6,2,1,7,4,3,4,2,5,2,7,7,6
42,viola,No,Very familiar,17,3,6,2,2,1,1,1,4,1,2,4,1,1,4,2,1,5,6,5,2
46,viola,No,Moderately familiar,16,4,5,1,3,3,2,1,3,1,3,3,2,1,4,1,1,5,7,4,1
54,viola,No,Very familiar,18,7,5,6,4,1,4,2,4,1,7,4,2,6,6,5,7,6,6,4,2
57,viola,No,Extremely familiar,19,7,6,2,4,1,1,1,3,1,2,7,2,3,7,1,5,6,7,7,4
60,viola,No,Moderately familiar,17,2,5,4,2,5,2,2,5,1,2,2,5,6,5,6,4,4,3,5,5
61,viola,No,Very familiar,18,2,5,2,2,2,1,1,4,1,1,4,2,1,5,2,3,5,6,3,4
62,viola,No,Very familiar,18,1,6,1,2,5,2,1,4,1,4,1,1,3,1,3,2,6,6,3,3
63,viola,Yes,Extremely familiar,19,6,7,7,7,1,3,2,7,1,1,7,2,1,7,2,4,5,7,7,7
65,viola,No,Extremely familiar,19,1,7,1,6,1,1,1,1,1,5,5,1,2,5,4,1,4,3,1,1
68,viola,No,Extremely familiar,19,7,7,1,6,1,1,1,7,1,1,7,3,5,7,1,1,1,7,5,3
75,viola,No,Moderately familiar,17,2,5,3,4,4,5,2,5,2,5,3,4,1,5,4,6,2,7,3,4
77,viola,No,Extremely familiar,19,4,7,2,3,1,1,1,7,1,1,1,3,2,4,1,1,6,5,4,6
81,viola,No,Very familiar,18,1,6,2,3,1,2,1,6,1,1,6,6,2,6,5,4,1,6,6,4
82,viola,No,Very familiar,17,4,5,5,2,3,4,1,3,1,4,2,2,4,6,5,1,4,6,6,4
86,viola,No,Extremely familiar,19,2,5,5,2,4,2,1,4,1,2,4,4,5,5,4,2,5,5,4,4
88,viola,No,Extremely familiar,18,1,3,5,5,2,2,1,5,4,1,4,5,6,7,2,1,2,6,4,3
90,viola,No,Extremely familiar,18,3,6,2,2,4,2,1,3,1,4,5,4,5,6,2,3,5,4,5,2
93,viola,No,Extremely familiar,19,2,5,4,2,1,1,1,3,1,2,2,2,5,5,4,3,4,5,4,5
94,viola,No,Moderately familiar,16,3,6,1,2,1,1,3,7,1,1,5,1,1,7,5,6,1,5,4,5
99,viola,No,Very familiar,17,3,3,3,2,1,1,2,1,1,1,3,1,1,4,1,4,2,2,1,1
101,viola,No,Very familiar,19,3,6,5,4,1,2,2,4,3,2,6,4,3,6,2,2,2,4,5,3
103,viola,No,Moderately familiar,18,5,7,5,3,2,2,1,2,1,1,3,3,2,5,1,3,1,7,2,1
105,viola,Yes,Very familiar,18,6,7,5,2,5,2,3,5,2,1,5,4,5,7,4,6,6,7,3,3
109,viola,No,Moderately familiar,17,3,6,3,3,4,2,2,4,1,3,5,3,4,5,5,6,1,6,3,5
110,viola,No,Extremely familiar,19,1,6,3,4,1,1,4,6,1,1,2,2,1,5,3,3,5,5,3,5
120,viola,No,Moderately familiar,16,2,5,5,1,2,2,1,3,4,4,2,3,5,6,6,5,4,6,6,2
128,viola,No,Moderately familiar,17,1,6,1,1,5,1,1,1,1,1,1,1,1,1,5,5,6,6,6,1
131,viola,No,Very familiar,17,5,6,6,3,2,3,2,5,1,2,5,4,2,7,5,7,5,6,5,3
135,viola,No,Extremely familiar,18,1,3,1,2,1,1,1,3,1,4,1,1,2,2,2,2,2,3,2,2
142,viola,No,Extremely familiar,18,3,3,1,2,2,1,1,2,1,3,5,5,2,5,4,5,4,7,2,4
144,viola,No,Very familiar,19,2,7,5,5,1,1,1,6,1,1,7,6,1,7,3,5,1,5,7,6
145,viola,No,Very familiar,19,2,5,1,1,1,1,1,3,1,2,1,2,1,5,3,1,3,7,3,4
150,viola,No,Moderately familiar,18,2,6,7,5,2,1,1,7,1,1,5,7,6,6,2,2,2,7,6,5
158,viola,No,Very familiar,18,1,5,1,2,2,2,1,6,1,1,5,4,2,6,1,4,1,5,5,3
164,viola,No,Very familiar,17,4,5,5,5,1,2,3,6,2,3,4,4,2,6,4,5,4,5,4,5
165,viola,No,Extremely familiar,19,3,7,7,4,3,5,2,5,3,5,4,4,4,4,3,7,3,6,5,5
167,viola,No,Moderately familiar,17,1,6,6,5,1,1,5,1,1,2,7,6,1,7,2,1,1,6,4,3
172,viola,No,Moderately familiar,17,1,3,1,1,1,1,1,4,1,1,3,1,1,1,1,2,1,2,3,1
174,viola,No,Very familiar,18,7,5,1,5,1,2,1,7,1,5,2,3,1,6,2,6,2,6,5,2
175,viola,No,Moderately familiar,18,2,5,5,1,1,2,4,6,1,4,6,3,4,3,5,4,5,7,5,4
176,viola,No,Moderately familiar,16,2,7,6,3,3,2,1,5,2,3,5,3,3,6,4,2,3,5,4,6
180,viola,No,Moderately familiar,16,4,5,6,5,1,4,5,5,3,4,3,3,1,6,5,7,4,6,5,3
182,viola,No,Extremely familiar,19,3,4,1,2,1,1,1,5,1,3,3,2,1,5,4,5,1,3,5,3
184,viola,No,Very familiar,17,2,7,4,3,4,2,1,4,1,5,1,3,5,5,5,6,5,6,6,4
189,viola,No,Extremely familiar,19,1,5,1,3,5,1,1,5,1,4,5,3,7,5,5,1,3,5,4,1
193,viola,No,Moderately familiar,17,2,1,2,2,1,2,1,2,1,1,2,1,1,5,3,1,6,5,2,2
199,viola,No,Very familiar,18,2,4,4,5,3,2,4,4,2,2,4,3,5,6,6,6,6,5,5,4
201,viola,Yes,Very familiar,19,4,7,1,1,1,1,1,6,1,1,1,7,1,7,1,1,3,7,5,7
203,viola,No,Moderately familiar,18,1,6,5,2,1,1,1,6,1,1,6,3,1,6,2,2,5,6,6,7
215,viola,No,Extremely familiar,18,2,4,2,4,5,2,1,5,1,2,2,2,3,2,3,5,4,7,6,5
216,viola,No,Extremely familiar,19,6,7,1,4,1,1,1,3,1,1,4,1,3,6,4,5,4,7,1,4
217,viola,Yes,Extremely familiar,19,1,5,2,6,1,2,1,3,1,3,2,1,1,5,2,6,1,7,7,5
226,viola,No,Moderately familiar,16,5,5,4,2,2,3,5,5,2,3,4,4,2,6,3,4,6,6,6,5
227,viola,Yes,Moderately familiar,17,1,5,4,1,1,1,1,3,1,1,1,1,1,6,5,7,7,1,1,1
228,viola,No,Moderately familiar,17,6,4,1,5,1,1,1,7,1,2,2,1,1,7,1,1,3,7,5,5
241,viola,No,Moderately familiar,18,1,7,3,1,2,1,1,2,1,4,2,4,4,5,1,5,2,3,2,2
4,cello,No,Extremely familiar,19,6,7,6,3,1,1,1,5,1,5,2,2,5,5,7,7,2,6,6,3
9,cello,No,Moderately familiar,16,1,7,6,1,1,1,1,5,1,1,5,5,1,7,5,6,1,7,6,2
11,cello,Yes,Extremely familiar,18,4,5,2,1,1,1,1,4,1,4,7,4,1,7,1,5,1,7,5,2
12,cello,Yes,Extremely familiar,19,5,7,7,1,2,1,1,6,1,3,5,1,2,7,7,5,6,6,7,1
15,cello,No,Extremely familiar,19,3,6,2,5,3,1,1,3,1,2,5,1,1,7,1,6,1,7,5,2
16,cello,No,Very familiar,17,1,7,7,1,1,1,1,6,2,1,7,5,1,5,1,1,1,7,4,5
17,cello,No,Very familiar,18,3,7,5,2,1,1,1,3,1,1,5,6,1,6,1,1,1,6,6,1
18,cello,No,Moderately familiar,19,1,6,1,4,1,1,2,5,1,3,5,1,1,7,1,1,1,5,6,5
20,cello,No,Moderately familiar,18,7,4,3,3,5,1,2,4,1,5,4,2,1,6,6,5,3,6,7,4
22,cello,No,Extremely familiar,19,4,7,6,1,2,2,1,4,1,1,2,3,3,7,6,6,5,4,6,3
24,cello,No,Moderately familiar,19,5,5,1,6,1,1,1,6,1,1,1,3,1,7,3,1,2,7,3,1
30,cello,No,Moderately familiar,18,5,7,4,3,3,1,2,4,1,4,5,5,2,6,5,4,4,5,4,1
35,cello,No,Very familiar,18,7,7,1,6,1,1,1,7,1,1,7,2,1,7,1,2,1,7,7,2
39,cello,No,Very familiar,18,1,6,6,4,1,1,1,6,1,1,2,5,3,6,4,7,2,7,5,4
40,cello,No,Extremely familiar,19,1,7,5,7,4,1,1,7,3,2,7,7,4,7,5,4,3,6,7,2
46,cello,No,Moderately familiar,17,5,7,1,3,1,1,1,3,1,1,1,1,1,4,1,1,3,5,3,3
51,cello,Yes,Extremely familiar,19,1,5,1,7,5,4,1,4,1,4,1,6,1,5,1,6,1,6,5,7
53,cello,No,Extremely familiar,19,4,7,3,4,1,1,1,7,1,1,7,4,1,7,1,4,1,7,6,6
56,cello,No,Extremely familiar,18,1,7,4,2,4,2,1,3,1,1,5,3,1,6,3,2,7,6,4,3
65,cello,No,Extremely familiar,19,6,7,1,5,1,1,1,5,1,2,6,5,1,6,1,1,1,6,1,3
66,cello,No,Extremely familiar,19,1,7,1,7,1,1,1,7,1,1,1,7,1,7,1,1,1,7,7,7
72,cello,No,Extremely familiar,19,7,7,2,7,3,2,1,6,1,6,6,3,4,7,7,7,2,7,7,5
73,cello,No,Very familiar,19,3,6,4,3,2,2,1,5,1,2,2,3,1,4,1,2,3,4,3,4
76,cello,No,Very familiar,18,6,6,2,5,1,4,5,6,1,6,1,5,4,6,5,7,6,6,5,5
80,cello,No,Moderately familiar,16,5,5,3,4,3,2,2,5,1,1,2,3,2,5,6,5,4,5,6,5
81,cello,No,Very familiar,18,1,5,1,1,1,2,1,5,1,1,6,5,3,6,5,1,1,6,5,4
85,cello,No,Very familiar,17,6,7,6,5,5,2,2,6,5,5,3,4,6,7,5,3,5,6,5,6
86,cello,No,Extremely familiar,19,5,6,5,5,3,4,2,4,1,3,6,6,5,7,3,2,4,5,5,4
87,cello,No,Extremely familiar,19,4,7,5,7,4,4,4,5,4,4,4,1,5,7,1,4,4,7,4,4
89,cello,No,Very familiar,18,3,6,2,5,1,1,1,4,1,2,4,3,1,5,4,2,2,7,5,4
90,cello,No,Extremely familiar,19,3,6,5,5,2,2,2,4,1,3,6,5,3,6,4,3,3,5,4,4
91,cello,No,Moderately familiar,17,6,6,5,5,1,1,1,5,1,1,2,4,2,5,6,1,5,4,4,3
93,cello,No,Extremely familiar,19,1,6,4,3,1,1,1,7,1,1,1,7,5,7,5,4,3,7,7,5
94,cello,No,Very familiar,18,6,7,1,4,1,1,1,3,1,1,7,1,1,7,6,3,1,4,3,1
98,cello,No,Very familiar,19,5,4,1,4,1,2,2,6,1,2,2,1,1,6,1,2,2,7,4,1
102,cello,No,Very familiar,18,4,6,1,6,6,3,2,4,3,2,5,2,5,6,5,3,2,6,3,5
103,cello,No,Moderately familiar,16,5,4,1,5,3,2,1,3,1,5,4,5,1,6,5,1,2,7,3,2
106,cello,No,Moderately familiar,17,5,2,1,1,1,1,3,4,1,1,1,3,1,5,3,6,1,5,5,2
107,cello,Yes,Extremely familiar,19,6,6,3,3,2,3,1,4,1,2,7,4,6,7,6,6,5,7,4,4
112,cello,Yes,Extremely familiar,18,7,7,6,5,1,1,3,6,1,2,5,3,2,7,5,6,3,6,7,4
113,cello,No,Extremely familiar,19,5,1,2,3,1,1,2,2,1,1,2,6,6,6,5,4,2,5,5,1
115,cello,No,Extremely familiar,19,5,6,5,3,3,5,1,6,1,3,3,4,5,5,3,5,5,6,4,5
124,cello,No,Very familiar,17,6,6,1,3,5,2,1,3,1,4,2,5,4,5,5,6,5,5,6,4
126,cello,No,Extremely familiar,18,6,6,6,5,5,1,2,5,1,2,6,2,5,5,6,6,2,4,5,3
131,cello,No,Very familiar,18,7,3,5,6,1,3,2,5,1,5,6,1,2,7,6,7,2,5,6,5
137,cello,No,Extremely familiar,19,5,6,5,5,1,2,2,6,2,2,4,5,3,7,1,5,2,6,6,4
142,cello,No,Extremely familiar,18,6,2,1,6,1,1,1,2,1,2,5,2,3,4,5,6,2,6,4,4
144,cello,No,Very familiar,19,3,6,4,3,2,1,1,5,1,2,7,7,1,7,5,5,1,7,7,5
149,cello,No,Extremely familiar,19,6,6,1,5,2,4,2,6,6,4,4,3,4,7,4,6,3,5,4,5
150,cello,No,Moderately familiar,17,4,5,3,4,3,3,3,5,2,2,5,5,3,6,5,3,3,5,6,5
164,cello,No,Very familiar,18,4,5,3,3,5,2,2,7,2,3,3,3,2,7,4,6,4,6,3,4
167,cello,No,Very familiar,19,7,7,5,2,1,1,6,4,1,1,6,2,1,6,1,1,1,6,5,3
170,cello,No,Moderately familiar,17,7,6,3,6,1,5,3,5,3,2,7,2,3,6,6,6,1,7,5,7
174,cello,No,Very familiar,18,6,6,1,7,1,2,1,6,1,4,1,7,1,6,1,4,2,5,6,6
176,cello,No,Very familiar,18,3,5,5,2,1,2,1,6,1,1,5,5,2,6,3,4,4,6,4,3
179,cello,No,Moderately familiar,18,7,5,5,1,1,1,3,7,1,1,2,2,1,1,7,5,3,6,3,5
186,cello,No,Moderately familiar,17,4,5,5,4,2,1,3,6,1,2,4,4,3,5,3,5,4,4,5,3
190,cello,Yes,Extremely familiar,19,5,5,5,5,2,2,1,2,1,2,3,4,3,6,3,6,4,6,5,3
198,cello,Yes,Extremely familiar,19,5,7,7,1,1,3,2,4,2,4,7,5,2,7,6,7,7,5,7,3
199,cello,No,Very familiar,18,6,5,4,5,3,2,4,4,2,2,5,4,6,7,6,7,5,4,6,4
201,cello,Yes,Very familiar,19,2,7,1,4,1,1,1,3,1,1,1,4,1,7,1,1,5,7,7,4
210,cello,No,Moderately familiar,18,4,5,2,3,2,3,1,5,1,2,5,3,4,7,2,6,4,6,2,4
211,cello,No,Very familiar,18,3,4,1,5,3,2,2,5,2,2,6,3,3,5,4,5,2,6,5,5
214,cello,No,Extremely familiar,19,7,5,4,6,2,1,1,3,1,1,6,1,2,7,2,3,1,7,4,3
215,cello,No,Extremely familiar,19,3,4,3,7,3,2,1,3,1,2,2,4,4,7,2,5,2,7,6,7
216,cello,No,Very familiar,17,6,6,1,6,1,1,1,7,1,4,6,6,2,7,2,6,2,7,7,1
218,cello,No,Moderately familiar,18,6,6,6,5,2,1,1,7,1,1,5,6,2,7,1,1,4,7,6,6
222,cello,No,Moderately familiar,18,7,6,6,4,1,1,1,3,1,1,7,2,3,7,5,7,6,5,5,6
225,cello,No,Very familiar,17,5,6,6,2,2,1,1,5,1,2,6,2,3,6,2,2,4,6,5,4
226,cello,No,Extremely familiar,19,5,7,7,5,1,3,4,7,2,2,5,5,4,7,1,4,2,6,6,6
228,cello,No,Very familiar,17,5,6,5,6,1,1,1,6,1,4,5,4,1,7,1,4,1,7,5,6
232,cello,No,Extremely familiar,19,7,6,5,5,1,1,2,6,1,1,5,5,4,7,3,2,4,7,6,5
241,cello,No,Very familiar,18,4,7,4,2,3,1,1,2,1,5,7,1,4,7,1,7,3,5,2,2
1,double-bass,No,Very familiar,17,7,1,2,5,5,4,1,1,2,6,6,1,3,6,5,2,3,7,4,3
3,double-bass,No,Moderately familiar,18,6,3,2,5,2,2,2,3,4,3,6,2,2,5,2,5,2,5,2,5
5,double-bass,No,Moderately familiar,17,6,2,1,3,1,1,1,4,1,3,3,1,2,5,1,3,3,5,4,1
7,double-bass,No,Very familiar,17,6,1,1,1,4,1,5,5,1,1,5,1,1,6,1,1,1,4,5,6
18,double-bass,No,Moderately familiar,19,4,3,4,6,3,1,1,5,1,1,2,2,1,7,2,1,2,3,5,5
19,double-bass,No,Very familiar,18,6,2,4,3,1,1,3,5,1,5,1,1,1,5,5,1,1,5,4,2
20,double-bass,No,Moderately familiar,18,7,1,3,4,6,2,3,3,1,5,6,6,1,5,7,7,4,7,7,2
25,double-bass,Yes,Extremely familiar,19,7,2,1,6,2,1,3,4,1,1,6,1,1,7,5,6,3,5,6,1
27,double-bass,No,Moderately familiar,17,2,2,1,2,1,1,1,2,1,3,2,1,1,3,2,5,5,1,4,1
34,double-bass,Yes,Very familiar,18,6,2,2,3,5,2,1,4,2,5,5,2,1,6,2,1,5,6,5,2
36,double-bass,No,Extremely familiar,18,6,3,1,1,1,1,3,3,1,1,2,2,1,5,3,3,7,1,3,5
37,double-bass,Yes,Extremely familiar,19,7,2,3,5,1,2,4,6,2,2,4,4,1,7,1,3,2,6,6,6
38,double-bass,No,Very familiar,19,7,5,1,4,1,1,1,1,1,4,5,1,1,5,4,7,7,7,3,4
39,double-bass,No,Very familiar,18,7,4,1,7,1,1,1,3,1,7,4,1,2,6,3,6,2,6,4,4
40,double-bass,No,Extremely familiar,19,7,1,1,7,1,3,3,3,1,3,7,3,5,7,5,2,1,6,1,2
41,double-bass,Yes,Extremely familiar,19,7,5,2,6,1,1,6,5,1,5,5,1,2,6,2,1,5,6,6,5
46,double-bass,No,Very familiar,18,7,1,1,6,1,1,1,2,1,6,1,1,1,5,1,1,4,3,3,1
53,double-bass,Yes,Extremely familiar,19,7,7,2,5,1,1,4,7,2,1,7,3,1,7,1,6,3,7,4,6
57,double-bass,No,Extremely familiar,18,7,1,1,6,2,3,4,1,1,6,7,1,1,6,5,1,4,5,5,1
58,double-bass,No,Extremely familiar,19,7,1,1,2,6,1,1,3,1,5,1,1,5,5,6,5,5,4,4,3
60,double-bass,No,Extremely familiar,19,5,3,4,2,1,1,7,2,1,5,3,2,5,7,5,7,2,2,7,2
62,double-bass,No,Very familiar,18,5,5,1,3,5,2,1,5,1,3,1,2,1,2,3,2,4,7,3,4
70,double-bass,No,Very familiar,17,7,2,1,4,5,1,2,1,1,6,4,1,1,5,2,4,3,3,3,2
75,double-bass,No,Extremely familiar,19,5,5,2,5,4,4,3,3,1,5,6,4,2,7,4,7,4,6,7,3
78,double-bass,No,Extremely familiar,19,6,5,4,6,1,1,5,2,1,6,3,3,2,6,1,1,2,6,5,5
83,double-bass,No,Very familiar,18,7,2,2,3,6,2,4,1,1,6,1,2,5,5,6,7,4,4,5,2
84,double-bass,No,Very familiar,18,7,5,1,1,1,1,7,1,1,1,7,1,1,7,1,1,5,7,7,1
86,double-bass,No,Very familiar,18,6,5,5,2,5,1,2,3,1,2,5,4,4,5,5,2,5,5,4,4
95,double-bass,No,Extremely familiar,19,6,2,2,4,2,1,3,3,1,5,2,1,1,3,7,6,5,4,4,2
97,double-bass,No,Moderately familiar,18,7,3,2,5,4,1,5,3,2,3,3,2,2,3,2,4,5,5,1,6
98,double-bass,No,Very familiar,18,7,2,1,5,1,1,1,1,1,5,1,1,1,5,3,3,4,2,5,2
100,double-bass,No,Moderately familiar,17,6,4,2,2,3,2,5,5,2,4,6,3,4,4,6,6,7,5,5,4
102,double-bass,No,Very familiar,17,6,3,2,3,3,2,2,3,3,5,4,1,3,4,2,4,4,6,3,5
105,double-bass,No,Very familiar,18,6,6,5,2,4,2,4,3,1,4,6,2,7,6,3,5,5,6,3,2
107,double-bass,No,Very familiar,19,7,5,2,2,2,1,1,3,1,5,7,1,2,6,6,6,3,6,3,2
109,double-bass,Yes,Very familiar,18,7,5,2,3,2,1,2,3,1,2,3,2,2,6,2,4,2,6,3,2
110,double-bass,No,Extremely familiar,19,5,6,1,5,1,1,2,6,1,1,4,2,1,6,2,2,3,5,4,5
116,double-bass,No,Moderately familiar,18,7,6,2,2,4,1,3,6,1,2,5,1,3,2,6,2,7,4,6,6
120,double-bass,No,Moderately familiar,17,7,6,2,1,1,1,1,3,3,6,5,1,5,6,7,7,4,2,6,3
122,double-bass,Yes,Extremely familiar,19,7,5,4,5,1,2,6,5,1,3,7,3,5,6,6,7,5,5,6,3
123,double-bass,No,Very familiar,18,6,5,4,6,1,1,3,1,1,5,5,2,5,5,2,6,5,5,6,6
128,double-bass,No,Moderately familiar,19,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,7,7
131,double-bass,No,Moderately familiar,17,7,2,2,1,7,1,4,5,1,6,5,1,1,6,5,6,5,5,5,5
140,double-bass,Yes,Extremely familiar,19,7,4,2,5,4,2,4,2,2,5,4,1,2,6,3,7,1,4,5,4
142,double-bass,No,Extremely familiar,19,6,1,1,5,1,1,1,3,1,5,6,1,2,5,5,6,2,6,5,2
154,double-bass,No,Extremely familiar,17,7,3,3,2,2,1,4,5,2,1,3,2,6,4,6,5,5,6,5,2
174,double-bass,No,Very familiar,18,7,2,2,7,2,2,1,5,2,6,2,3,2,2,1,5,5,7,4,5
177,double-bass,No,Very familiar,18,7,4,2,7,1,2,3,2,1,7,5,1,1,5,1,1,3,6,3,1
178,double-bass,No,Extremely familiar,18,7,4,2,2,5,1,1,1,1,3,2,1,5,6,5,7,4,6,1,3
179,double-bass,Yes,Extremely familiar,19,7,4,1,1,1,1,3,6,1,4,5,2,1,1,6,5,4,6,6,2
180,double-bass,No,Moderately familiar,17,6,3,6,6,3,5,5,3,2,5,4,5,4,6,6,6,5,6,4,4
182,double-bass,No,Very familiar,18,7,1,1,6,1,1,3,2,1,5,7,1,1,7,5,5,2,6,4,1
185,double-bass,Yes,Extremely familiar,19,6,2,1,5,1,1,5,5,1,1,3,1,4,5,4,4,5,6,5,6
198,double-bass,No,Very familiar,19,7,5,2,7,3,1,1,1,1,5,7,1,2,7,7,7,3,4,6,1
201,double-bass,No,Moderately familiar,19,2,2,1,7,1,1,1,2,1,4,1,3,1,5,1,1,5,7,2,1
208,double-bass,No,Very familiar,18,6,6,1,6,1,1,5,4,1,1,6,1,1,6,4,1,5,7,6,6
210,double-bass,Yes,Extremely familiar,19,7,4,5,3,2,2,6,5,1,3,4,3,5,5,5,6,3,3,3,4
211,double-bass,No,Very familiar,18,6,2,3,5,3,3,2,3,1,5,4,2,3,4,4,5,3,4,3,4
212,double-bass,No,Extremely familiar,19,7,5,1,5,1,1,3,4,1,4,5,1,1,6,1,1,4,7,4,3
214,double-bass,No,Extremely familiar,19,7,5,2,5,5,1,2,2,1,6,7,1,6,6,7,7,5,5,6,1
216,double-bass,No,Extremely familiar,18,7,5,1,1,1,1,1,1,1,1,3,2,1,4,1,5,3,7,2,2
225,double-bass,No,Very familiar,17,4,6,5,1,1,1,1,2,1,2,4,1,2,5,3,4,4,6,2,5
230,double-bass,No,Moderately familiar,17,6,5,1,6,1,1,1,5,1,5,5,3,2,5,2,1,4,6,5,1
233,double-bass,No,Moderately familiar,17,6,3,2,5,3,3,1,3,1,5,5,2,1,6,5,5,3,6,5,3
238,double-bass,No,Very familiar,17,7,6,6,1,1,1,1,2,1,5,5,2,3,6,2,1,5,6,5,3
241,double-bass,No,Very familiar,18,7,5,2,3,5,1,2,1,1,7,5,1,7,7,5,4,3,4,3,5
3,piano,Yes,Extremely familiar,19,3,6,6,2,3,2,3,6,2,2,6,5,5,5,4,5,3,6,5,5
7,piano,No,Extremely familiar,19,3,1,1,5,1,2,5,7,1,1,1,3,1,5,4,1,1,1,5,7
9,piano,No,Very familiar,19,1,7,1,7,1,1,7,7,1,1,2,5,1,5,3,1,1,7,6,7
16,piano,Yes,Extremely familiar,19,1,7,6,1,1,1,1,7,2,1,5,6,1,7,2,3,1,7,5,7
18,piano,Yes,Extremely familiar,19,2,5,1,2,1,1,5,5,1,1,6,5,1,6,1,1,1,2,1,6
19,piano,Yes,Extremely familiar,19,5,3,4,4,3,1,5,5,1,1,6,5,1,6,4,2,3,3,4,4
20,piano,Yes,Very familiar,18,6,5,1,3,1,2,6,6,1,1,7,6,1,6,4,2,3,6,6,5
23,piano,Yes,Extremely familiar,19,2,3,1,5,1,1,4,5,2,1,7,7,1,4,2,1,2,5,6,2
28,piano,Yes,Extremely familiar,19,5,4,1,5,1,4,6,5,2,1,4,5,1,7,4,3,1,7,4,3
32,piano,Yes,Extremely familiar,19,2,6,5,6,2,2,3,6,1,2,6,6,1,6,2,1,2,7,5,6
33,piano,Yes,Extremely familiar,19,6,7,7,5,1,1,6,5,1,5,7,6,1,6,1,1,1,5,7,7
